FIX,0,256,12.411472
FIX,1,256,12.410261
FIX,2,256,12.409724
FIX,3,256,12.414627
FIX,4,256,12.407713
FIX,5,256,12.394486
FIX,6,256,12.404518
FIX,7,256,12.421818
FIX,8,256,12.399178
FIX,9,256,12.411597
FIX,10,256,12.396073
FIX,11,256,12.407011
FIX,12,256,12.400294
FIX,13,256,12.405327
FIX,14,256,12.401580
FIX,15,256,12.415756
FIX,16,256,12.405480
FIX,17,256,12.418299
FIX,18,256,12.408761
FIX,19,256,12.408198
FIX,20,256,12.409621
FIX,21,256,12.399410
FIX,22,256,12.413747
FIX,23,256,12.408326
FIX,24,256,12.402870
FIX,25,256,12.399486
FIX,26,256,12.401468
FIX,27,256,12.412869
FIX,28,256,12.414251
FIX,29,256,12.398800
FIX,30,256,12.411112
FIX,31,256,12.417644
FIX,32,256,12.415236
FIX,33,256,12.417050
FIX,34,256,12.409516
FIX,35,256,12.422504
FIX,36,256,12.422601
FIX,37,256,12.401080
FIX,38,256,12.405354
FIX,39,256,12.427200
FIX,40,256,12.406312
FIX,41,256,12.407699
FIX,42,256,12.396569
FIX,43,256,12.413170
FIX,44,256,12.406715
FIX,45,256,12.409376
FIX,46,256,12.398730
FIX,47,256,12.405455
FIX,48,256,12.415663
FIX,49,256,12.420150
FIX,50,256,12.417181
FIX,51,256,12.404077
FIX,52,256,12.410481
FIX,53,256,12.404439
FIX,54,256,12.409882
FIX,55,256,12.399672
FIX,56,256,12.413354
FIX,57,256,12.398013
FIX,58,256,12.405546
FIX,59,256,12.402653
FIX,60,256,12.405060
FIX,61,256,12.407306
FIX,62,256,12.405937
FIX,63,256,12.401653
FIX,64,256,12.406515
FIX,65,256,12.408625
FIX,66,256,12.422360
FIX,67,256,12.406148
FIX,68,256,12.421514
FIX,69,256,12.417201
FIX,70,256,12.404489
FIX,71,256,12.414601
FIX,72,256,12.413144
FIX,73,256,12.412916
FIX,74,256,12.409761
FIX,75,256,12.410534
FIX,76,256,12.399884
FIX,77,256,12.411733
FIX,78,256,12.403388
FIX,79,256,12.396910
FIX,80,256,12.402271
FIX,81,256,12.414838
FIX,82,256,12.402138
FIX,83,256,12.410671
FIX,84,256,12.394838
FIX,85,256,12.417355
FIX,86,256,12.403147
FIX,87,256,12.407150
FIX,88,256,12.409903
FIX,89,256,12.409946
FIX,90,256,12.414064
FIX,91,256,12.398974
FIX,92,256,12.401711
FIX,93,256,12.419782
FIX,94,256,12.404771
FIX,95,256,12.402537
FIX,96,256,12.401948
FIX,97,256,12.414599
FIX,98,256,12.398327
FIX,99,256,12.400172
