FIX,0,32,2.969424
FIX,1,32,2.967737
FIX,2,32,2.969418
FIX,3,32,2.966989
FIX,4,32,2.967436
FIX,5,32,2.968249
FIX,6,32,2.968843
FIX,7,32,2.966142
FIX,8,32,2.966735
FIX,9,32,2.966297
FIX,10,32,2.968469
FIX,11,32,2.968359
FIX,12,32,2.967447
FIX,13,32,2.967398
FIX,14,32,2.968751
FIX,15,32,2.968226
FIX,16,32,2.968569
FIX,17,32,2.968932
FIX,18,32,2.966715
FIX,19,32,2.968873
FIX,20,32,2.965829
FIX,21,32,2.966217
FIX,22,32,2.967077
FIX,23,32,2.968151
FIX,24,32,2.967582
FIX,25,32,2.968527
FIX,26,32,2.968285
FIX,27,32,2.967645
FIX,28,32,2.966733
FIX,29,32,2.967920
FIX,30,32,2.969514
FIX,31,32,2.967777
FIX,32,32,2.966531
FIX,33,32,2.967793
FIX,34,32,2.968412
FIX,35,32,2.968691
FIX,36,32,2.967951
FIX,37,32,2.967557
FIX,38,32,2.970330
FIX,39,32,2.967796
FIX,40,32,2.967957
FIX,41,32,2.968527
FIX,42,32,2.968334
FIX,43,32,2.966115
FIX,44,32,2.968302
FIX,45,32,2.967544
FIX,46,32,2.970220
FIX,47,32,2.969804
FIX,48,32,2.968146
FIX,49,32,2.967634
FIX,50,32,2.968839
FIX,51,32,2.967764
FIX,52,32,2.968478
FIX,53,32,2.968149
FIX,54,32,2.966232
FIX,55,32,2.967706
FIX,56,32,2.969056
FIX,57,32,2.967942
FIX,58,32,2.969550
FIX,59,32,2.968126
FIX,60,32,2.968046
FIX,61,32,2.968710
FIX,62,32,2.968634
FIX,63,32,2.967636
FIX,64,32,2.967544
FIX,65,32,2.966532
FIX,66,32,2.967329
FIX,67,32,2.968685
FIX,68,32,2.967972
FIX,69,32,2.968616
FIX,70,32,2.967430
FIX,71,32,2.967049
FIX,72,32,2.966791
FIX,73,32,2.967172
FIX,74,32,2.966770
FIX,75,32,2.968907
FIX,76,32,2.967317
FIX,77,32,2.967340
FIX,78,32,2.970054
FIX,79,32,2.968699
FIX,80,32,2.966729
FIX,81,32,2.969328
FIX,82,32,2.967972
FIX,83,32,2.967184
FIX,84,32,2.968533
FIX,85,32,2.968389
FIX,86,32,2.966984
FIX,87,32,2.968155
FIX,88,32,2.968626
FIX,89,32,2.968116
FIX,90,32,2.969775
FIX,91,32,2.967470
FIX,92,32,2.968844
FIX,93,32,2.967909
FIX,94,32,2.968324
FIX,95,32,2.968399
FIX,96,32,2.966433
FIX,97,32,2.968974
FIX,98,32,2.967807
FIX,99,32,2.968130
