FIX,0,512,11.710761
FIX,1,512,11.710762
FIX,2,512,11.710785
FIX,3,512,11.710765
FIX,4,512,11.710807
FIX,5,512,11.710762
FIX,6,512,11.710745
FIX,7,512,11.710808
FIX,8,512,11.710765
FIX,9,512,11.710771
FIX,10,512,11.710742
FIX,11,512,11.710769
FIX,12,512,11.710761
FIX,13,512,11.710803
FIX,14,512,11.710747
FIX,15,512,11.710761
FIX,16,512,11.710766
FIX,17,512,11.710810
FIX,18,512,11.710747
FIX,19,512,11.710766
FIX,20,512,11.710766
FIX,21,512,11.710760
FIX,22,512,11.710742
FIX,23,512,11.710766
FIX,24,512,11.710769
FIX,25,512,11.710766
FIX,26,512,11.710809
FIX,27,512,11.710771
FIX,28,512,11.710767
FIX,29,512,11.710759
FIX,30,512,11.710762
FIX,31,512,11.710766
FIX,32,512,11.710758
FIX,33,512,11.710802
FIX,34,512,11.710800
FIX,35,512,11.710803
FIX,36,512,11.710768
FIX,37,512,11.710739
FIX,38,512,11.710802
FIX,39,512,11.710768
FIX,40,512,11.710770
FIX,41,512,11.710747
FIX,42,512,11.710801
FIX,43,512,11.710803
FIX,44,512,11.710802
FIX,45,512,11.710742
FIX,46,512,11.710808
FIX,47,512,11.710799
FIX,48,512,11.710761
FIX,49,512,11.710739
FIX,50,512,11.710771
FIX,51,512,11.710773
FIX,52,512,11.710770
FIX,53,512,11.710746
FIX,54,512,11.710769
FIX,55,512,11.710781
FIX,56,512,11.710763
FIX,57,512,11.710739
FIX,58,512,11.710764
FIX,59,512,11.710766
FIX,60,512,11.710797
FIX,61,512,11.710769
FIX,62,512,11.710765
FIX,63,512,11.710799
FIX,64,512,11.710760
FIX,65,512,11.710800
FIX,66,512,11.710770
FIX,67,512,11.710770
FIX,68,512,11.710768
FIX,69,512,11.710765
FIX,70,512,11.710806
FIX,71,512,11.710801
FIX,72,512,11.710780
FIX,73,512,11.710801
FIX,74,512,11.710767
FIX,75,512,11.710797
FIX,76,512,11.710744
FIX,77,512,11.710808
FIX,78,512,11.710771
FIX,79,512,11.710764
FIX,80,512,11.710748
FIX,81,512,11.710761
FIX,82,512,11.710802
FIX,83,512,11.710763
FIX,84,512,11.710737
FIX,85,512,11.710803
FIX,86,512,11.710800
FIX,87,512,11.710764
FIX,88,512,11.710745
FIX,89,512,11.710806
FIX,90,512,11.710772
FIX,91,512,11.710764
FIX,92,512,11.710747
FIX,93,512,11.710764
FIX,94,512,11.710770
FIX,95,512,11.710763
FIX,96,512,11.710749
FIX,97,512,11.710769
FIX,98,512,11.710761
FIX,99,512,11.710805
