FIX,0,256,11.710629
FIX,1,256,11.710639
FIX,2,256,11.710630
FIX,3,256,11.710608
FIX,4,256,11.710620
FIX,5,256,11.710625
FIX,6,256,11.710613
FIX,7,256,11.710617
FIX,8,256,11.710613
FIX,9,256,11.710610
FIX,10,256,11.710615
FIX,11,256,11.710620
FIX,12,256,11.710617
FIX,13,256,11.710687
FIX,14,256,11.710613
FIX,15,256,11.710629
FIX,16,256,11.710569
FIX,17,256,11.710697
FIX,18,256,11.710622
FIX,19,256,11.710577
FIX,20,256,11.710621
FIX,21,256,11.710619
FIX,22,256,11.710616
FIX,23,256,11.710611
FIX,24,256,11.710630
FIX,25,256,11.710691
FIX,26,256,11.710625
FIX,27,256,11.710630
FIX,28,256,11.710613
FIX,29,256,11.710609
FIX,30,256,11.710621
FIX,31,256,11.710622
FIX,32,256,11.710610
FIX,33,256,11.710638
FIX,34,256,11.710629
FIX,35,256,11.710622
FIX,36,256,11.710620
FIX,37,256,11.710628
FIX,38,256,11.710612
FIX,39,256,11.710577
FIX,40,256,11.710703
FIX,41,256,11.710624
FIX,42,256,11.710583
FIX,43,256,11.710615
FIX,44,256,11.710613
FIX,45,256,11.710578
FIX,46,256,11.710614
FIX,47,256,11.710671
FIX,48,256,11.710626
FIX,49,256,11.710614
FIX,50,256,11.710615
FIX,51,256,11.710617
FIX,52,256,11.710625
FIX,53,256,11.710611
FIX,54,256,11.710636
FIX,55,256,11.710631
FIX,56,256,11.710675
FIX,57,256,11.710625
FIX,58,256,11.710630
FIX,59,256,11.710628
FIX,60,256,11.710624
FIX,61,256,11.710708
FIX,62,256,11.710613
FIX,63,256,11.710622
FIX,64,256,11.710612
FIX,65,256,11.710653
FIX,66,256,11.710618
FIX,67,256,11.710610
FIX,68,256,11.710585
FIX,69,256,11.710624
FIX,70,256,11.710618
FIX,71,256,11.710639
FIX,72,256,11.710615
FIX,73,256,11.710629
FIX,74,256,11.710614
FIX,75,256,11.710618
FIX,76,256,11.710615
FIX,77,256,11.710621
FIX,78,256,11.710704
FIX,79,256,11.710617
FIX,80,256,11.710628
FIX,81,256,11.710625
FIX,82,256,11.710620
FIX,83,256,11.710628
FIX,84,256,11.710619
FIX,85,256,11.710624
FIX,86,256,11.710611
FIX,87,256,11.710621
FIX,88,256,11.710624
FIX,89,256,11.710614
FIX,90,256,11.710627
FIX,91,256,11.710584
FIX,92,256,11.710629
FIX,93,256,11.710617
FIX,94,256,11.710578
FIX,95,256,11.710625
FIX,96,256,11.710701
FIX,97,256,11.710626
FIX,98,256,11.710615
FIX,99,256,11.710622
